desciel,dh,dirvienc,dirvieng,dpt,dsem,hloc,hr,ides,idmun,lat,lon,nes,nhor,nmun,prec,probprec,raf,temp,velvien
Poco nuboso,6,Sureste,135.83,20.79,Lunes,20230417T02,51.32,21,81,18.0270,-98.6966,Puebla,114,Ixcamilpa de Guerrero, 0.00, 0.00, 6.05,25.60, 4.43
Cielo nublado,6,Este,82.00,15.64,Lunes,20230417T02,74.81,21,82,18.4601,-97.8323,Puebla,114,Ixcaquixtla, 0.09,87.50,25.11,17.62,16.91
Cielo cubierto,6,Noreste,23.24, 7.19,Lunes,20230417T02,92.32,21,83,19.6236,-97.8166,Puebla,114,Ixtacamaxtitlán, 0.10, 0.00,18.32, 7.70,11.07
Cielo nublado,6,Este,69.41,18.73,Lunes,20230417T02,47.77,21,85,18.6022,-98.4654,Puebla,114,Izúcar de Matamoros, 0.10, 0.00,29.40,23.98,13.42
Cielo cubierto,6,Oeste,259.70,16.94,Lunes,20230417T02,89.43,21,86,20.4801,-97.9426,Puebla,114,Jalpan, 0.03, 0.00, 6.68,17.71, 5.15
Poco nuboso,6,Sureste,152.76,19.80,Lunes,20230417T02,46.95,21,87,18.3205,-98.8443,Puebla,114,Jolalpan, 0.03, 0.00,15.63,25.22, 5.66
Cielo cubierto,6,Oeste,266.71,15.19,Lunes,20230417T02,89.79,21,89,20.1628,-97.6929,Puebla,114,Jopala, 0.06, 0.00, 3.35,15.92, 3.16
Cielo cubierto,6,Noroeste,329.19,20.09,Lunes,20230417T02,78.78,7,86,16.6220,-93.1048,Chiapas,114,Suchiapa, 0.00,66.25,13.27,21.78, 5.14
Cielo cubierto,6,Este,81.22,14.93,Lunes,20230417T02,79.58,21,92,18.5400,-97.7723,Puebla,114,Juan N. Méndez, 0.26,95.00,22.89,16.49,16.03
Cielo cubierto,6,Noreste,64.13, 9.04,Lunes,20230417T02,92.53,21,93,19.2964,-97.2990,Puebla,114,Lafragua, 0.10, 0.00, 8.68, 9.54, 7.10
Cielo cubierto,6,Norte,17.76, 7.90,Lunes,20230417T02,86.52,21,94,19.4647,-97.6877,Puebla,114,Libres, 0.08, 0.00,17.64, 8.83,11.91
Cielo nublado,6,Este,69.97,14.64,Lunes,20230417T02,70.51,21,98,18.7379,-97.9119,Puebla,114,Molcaxac, 0.11,52.86,29.13,17.02,17.69
Cielo cubierto,6,Este,77.34,11.86,Lunes,20230417T02,90.00,21,99,18.7370,-97.4221,Puebla,114,Cañada Morelos, 0.46,39.38,21.20,12.56,12.22
Cielo nublado,6,Noroeste,325.24,25.18,Lunes,20230417T02,77.84,7,87,14.6795,-92.1509,Chiapas,114,Suchiate, 0.01,44.38,14.56,27.02, 9.89
Cielo cubierto,6,Sur,191.85,11.91,Lunes,20230417T02,94.08,21,100,20.2285,-98.1097,Puebla,114,Naupan, 0.10,95.00, 4.27,12.32, 3.45
Cielo cubierto,6,Noreste,62.76,13.81,Lunes,20230417T02,90.41,21,103,18.6132,-97.3057,Puebla,114,Nicolás Bravo, 0.80, 4.00,14.87,14.49, 9.87
Cielo nublado,6,Noreste,42.30, 9.29,Lunes,20230417T02,76.29,21,104,19.2160,-97.8235,Puebla,114,Nopalucan, 0.07, 0.00,21.96,11.05,14.34
Cielo cubierto,6,Norte,14.22, 7.37,Lunes,20230417T02,89.75,21,105,19.5555,-97.6491,Puebla,114,Ocotepec, 0.06, 0.00,15.49, 8.05,10.61
Cielo nublado,6,Noreste,26.25,11.51,Lunes,20230417T02,58.57,21,106,18.9768,-98.3024,Puebla,114,Ocoyucan, 0.09, 0.00,25.77,15.08,16.30
Cielo cubierto,6,Oeste,282.12,14.31,Lunes,20230417T02,91.81,21,107,20.1018,-97.6847,Puebla,114,Olintla, 0.00,20.00, 3.18,14.89, 2.69
Cielo cubierto,6,Noreste,27.12, 9.24,Lunes,20230417T02,81.79,21,108,19.3758,-97.6194,Puebla,114,Oriental, 0.05, 0.00,17.72,10.55,12.95
Cielo cubierto,6,Sur,160.99,11.31,Lunes,20230417T02,94.75,21,109,20.2757,-98.1499,Puebla,114,Pahuatlán, 0.00,95.00, 4.82,11.66, 3.56
Cielo cubierto,6,Sur,194.20,22.40,Lunes,20230417T02,92.52,7,88,17.4894,-93.2432,Chiapas,114,Sunuapa, 0.98, 0.00, 3.94,22.96, 3.27
Cielo nublado,6,Este,92.89,11.04,Lunes,20230417T02,85.59,21,110,18.8359,-97.5475,Puebla,114,Palmar de Bravo, 0.30,86.25,21.45,12.06,11.86
Cielo cubierto,6,Oeste,259.26,17.88,Lunes,20230417T02,89.12,21,111,20.5218,-97.9385,Puebla,114,Pantepec, 0.01, 0.00, 9.08,18.68, 6.20
Poco nuboso,6,Este,74.45,18.57,Lunes,20230417T02,63.13,21,112,18.0822,-97.9178,Puebla,114,Petlalcingo, 0.34, 0.00,20.01,21.81,10.48
Poco nuboso,6,Este,95.90,20.73,Lunes,20230417T02,49.88,21,113,18.1988,-98.2601,Puebla,114,Piaxtla, 0.10, 0.00,15.32,25.74, 6.71
Cielo nublado,6,Noreste,35.23,11.31,Lunes,20230417T02,64.80,21,114,19.0440,-98.1975,Puebla,114,Puebla, 0.10, 0.00,27.45,14.22,16.31
Medio nublado,6,Este,92.42,10.72,Lunes,20230417T02,80.59,21,115,18.9551,-97.6604,Puebla,114,Quecholac, 0.18,80.00,18.56,12.14, 8.41
Cielo nublado,6,Sur,183.58,12.49,Lunes,20230417T02,94.62,21,116,19.2533,-97.1357,Puebla,114,Quimixtlán, 0.09, 0.00, 6.29,12.86, 5.60
Medio nublado,6,Noreste,52.36,11.42,Lunes,20230417T02,73.21,21,118,18.9468,-97.8131,Puebla,114,Los Reyes de Juárez, 0.05, 0.00,23.20,13.48,12.41
Medio nublado,6,Norte,16.85, 9.69,Lunes,20230417T02,63.46,21,119,19.0509,-98.3007,Puebla,114,San Andrés Cholula, 0.10, 0.00,22.11,12.68,16.73
Cielo cubierto,6,Sur,185.30,21.44,Lunes,20230417T02,80.71,7,89,14.9111,-92.2643,Chiapas,114,Tapachula, 0.08,87.34,15.49,22.99, 7.67
Cielo cubierto,6,Noreste,60.03,15.32,Lunes,20230417T02,87.61,21,120,18.4973,-97.2900,Puebla,114,San Antonio Cañada, 0.90, 0.00,10.69,16.22, 8.17
Cielo cubierto,6,Noreste,46.50,14.91,Lunes,20230417T02,50.37,21,121,18.8096,-98.3314,Puebla,114,San Diego la Mesa Tochimiltzingo, 0.05, 0.00,28.67,19.63,16.04
Cielo cubierto,6,Este,87.76,16.85,Lunes,20230417T02,83.73,21,124,18.3263,-97.3480,Puebla,114,San Gabriel Chilac, 0.42,12.00,13.22,18.07, 9.81
Poco nuboso,6,Este,78.99,18.18,Lunes,20230417T02,65.11,21,127,18.2213,-97.9143,Puebla,114,San Jerónimo Xayacatlán, 0.16, 0.00,25.24,21.19,13.22
Cielo cubierto,6,Noreste,37.79, 9.13,Lunes,20230417T02,78.27,21,128,19.2421,-97.7688,Puebla,114,San José Chiapa, 0.03, 0.00,22.70,10.72,15.09
Cielo nublado,6,Este,87.63,17.43,Lunes,20230417T02,83.95,21,129,18.2902,-97.2877,Puebla,114,San José Miahuatlán, 0.31,14.55,11.18,18.65, 8.07
Poco nuboso,7,Noroeste,307.06,13.76,Lunes,20230417T02,74.84,3,1,25.0344,-111.6732,Baja California Sur,114,Comondú, 0.00, 0.00,23.80,15.83, 8.79
Cielo cubierto,6,Noreste,55.73,18.05,Lunes,20230417T02,96.77,7,90,17.1900,-93.1046,Chiapas,114,Tapalapa, 0.46, 0.00, 5.70,18.27, 3.19
Medio nublado,6,Este,104.27, 9.60,Lunes,20230417T02,83.68,21,130,19.0899,-97.5409,Puebla,114,San Juan Atenco, 0.11,90.00, 8.09,10.76, 4.81
Despejado,6,Suroeste,213.05, 5.34,Lunes,20230417T02,80.07,21,132,19.2829,-98.4355,Puebla,114,San Martín Texmelucan, 0.10, 0.00,22.18, 6.74,13.33
Poco nuboso,6,Este,77.40,17.26,Lunes,20230417T02,69.22,21,135,17.9995,-97.7734,Puebla,114,San Miguel Ixitlán, 0.40, 0.00,13.23,19.82, 9.60
Cielo nublado,6,Noreste,46.81, 9.46,Lunes,20230417T02,83.95,21,137,19.1619,-97.5484,Puebla,114,San Nicolás Buenos Aires, 0.06, 3.33,14.00,10.60,10.03
Poco nuboso,6,Este,71.86, 2.80,Lunes,20230417T02,73.02,21,138,19.0726,-98.4857,Puebla,114,San Nicolás de los Ranchos, 0.00, 0.00,24.86, 4.74,14.42
Poco nuboso,6,Este,82.16,19.88,Lunes,20230417T02,55.00,21,139,18.1245,-98.0840,Puebla,114,San Pablo Anicano, 0.10, 0.00,17.41,24.15, 9.04
Poco nuboso,6,Noreste,30.75, 7.61,Lunes,20230417T02,67.59,21,140,19.0625,-98.3075,Puebla,114,San Pedro Cholula, 0.10, 0.00,23.48,10.13,16.73
Despejado,6,Este,75.37,19.88,Lunes,20230417T02,56.48,21,141,18.1171,-98.0781,Puebla,114,San Pedro Yeloixtlahuaca, 0.18, 0.00,17.30,23.96, 9.33
Cielo nublado,6,Noreste,64.70, 9.75,Lunes,20230417T02,80.30,21,142,19.1347,-97.6427,Puebla,114,San Salvador el Seco, 0.09,34.38,16.51,11.18, 9.40
Despejado,6,Oeste,287.95, 3.29,Lunes,20230417T02,82.29,21,143,19.2690,-98.5172,Puebla,114,San Salvador el Verde, 0.10, 0.00,16.76, 4.50,10.35
Cielo cubierto,6,Sur,195.06,19.47,Lunes,20230417T02,93.93,21,145,18.4046,-96.8506,Puebla,114,San Sebastián Tlacotepec, 0.24, 0.00, 7.72,19.91, 3.74
Medio nublado,6,Este,78.11,18.02,Lunes,20230417T02,59.70,21,147,18.4127,-98.0177,Puebla,114,Santa Inés Ahuatempan, 0.20, 0.00,26.34,21.65,13.71
Cielo cubierto,6,Este,67.53,14.61,Lunes,20230417T02,87.57,21,149,18.5532,-97.4419,Puebla,114,Santiago Miahuatlán, 0.71,65.00,15.54,15.50,11.36
Cielo cubierto,6,Oeste,273.90,22.37,Lunes,20230417T02,95.45,7,92,17.1365,-93.3112,Chiapas,114,Tecpatán, 1.38, 0.00,14.93,22.70, 6.17
Cielo cubierto,6,Noreste,50.49,15.47,Lunes,20230417T02,54.61,21,150,18.7383,-98.1679,Puebla,114,Huehuetlán el Grande, 0.07, 0.00,29.59,19.64,17.76
Medio nublado,6,Noreste,48.96,10.05,Lunes,20230417T02,76.26,21,152,19.1192,-97.7084,Puebla,114,Soltepec, 0.04, 5.00,21.75,11.82,11.81
Cielo nublado,6,Noreste,55.80,12.78,Lunes,20230417T02,66.86,21,153,18.9010,-97.9691,Puebla,114,Tecali de Herrera, 0.10, 0.00,29.70,15.49,17.93
Cielo nublado,6,Este,71.17,12.14,Lunes,20230417T02,76.43,21,154,18.8847,-97.7284,Puebla,114,Tecamachalco, 0.17,20.00,25.40,13.93,13.81
Medio nublado,6,Este,107.70,20.84,Lunes,20230417T02,49.34,21,155,18.1110,-98.3144,Puebla,114,Tecomatlán, 0.10, 0.00,12.72,25.93, 6.02
Cielo cubierto,6,Este,72.57,15.43,Lunes,20230417T02,86.28,21,156,18.4622,-97.3920,Puebla,114,Tehuacán, 0.80,52.37,20.10,16.44,11.44
Medio nublado,6,Este,80.28,19.97,Lunes,20230417T02,49.86,21,157,18.3317,-98.2761,Puebla,114,Tehuitzingo, 0.09, 0.00,23.26,24.95,10.63
Cielo cubierto,6,Oeste,260.64,16.30,Lunes,20230417T02,89.79,21,158,20.1712,-97.4055,Puebla,114,Tenampulco, 0.04,10.00,14.20,17.04, 5.94
Cielo cubierto,6,Noreste,49.42,15.67,Lunes,20230417T02,51.12,21,159,18.7133,-98.2624,Puebla,114,Teopantlán, 0.05, 0.00,27.35,20.32,16.44
Cielo cubierto,6,Sureste,140.86,11.25,Lunes,20230417T02,95.07,7,93,16.8190,-92.5065,Chiapas,114,Tenejapa, 0.16, 0.00, 3.27,11.59, 3.26
Medio nublado,6,Este,105.36,18.96,Lunes,20230417T02,46.39,21,160,18.4696,-98.7783,Puebla,114,Teotlalco, 0.01, 0.00,23.81,24.43, 8.77
Cielo cubierto,6,Este,75.72,14.15,Lunes,20230417T02,85.88,21,161,18.5551,-97.5615,Puebla,114,Tepanco de López, 0.50,95.00,18.31,15.18,13.46
Cielo cubierto,6,Noroeste,303.38,11.76,Lunes,20230417T02,97.08,21,162,20.0028,-97.7963,Puebla,114,Tepango de Rodríguez, 0.00, 0.00, 3.37,11.96, 1.96
Cielo nublado,6,Noreste,49.81, 9.31,Lunes,20230417T02,75.61,21,163,19.0773,-97.9666,Puebla,114,Tepatlaxco de Hidalgo, 0.10, 0.00,21.51,11.12,13.50
Medio nublado,6,Noreste,53.27,10.96,Lunes,20230417T02,72.96,21,164,18.9661,-97.9054,Puebla,114,Tepeaca, 0.10, 0.00,24.77,13.04,13.60
Cielo cubierto,6,Noreste,50.12,15.07,Lunes,20230417T02,49.28,21,166,18.7224,-98.4503,Puebla,114,Tepeojuma, 0.05, 0.00,31.77,19.95,16.28
Cielo cubierto,6,Sureste,153.32, 9.88,Lunes,20230417T02,97.52,21,167,19.9671,-97.8410,Puebla,114,Tepetzintla, 0.00, 0.00, 7.08,10.04, 4.75
Cielo nublado,6,Noreste,66.83,15.51,Lunes,20230417T02,47.26,21,168,18.6416,-98.6905,Puebla,114,Tepexco, 0.04, 0.00,28.01,20.70,12.10
Medio nublado,6,Este,76.72,16.38,Lunes,20230417T02,67.66,21,169,18.5810,-97.9262,Puebla,114,Tepexi de Rodríguez, 0.20,31.67,28.14,19.08,16.15
Cielo cubierto,6,Noreste,52.54,13.90,Lunes,20230417T02,84.17,7,94,16.5415,-92.4726,Chiapas,114,Teopisca, 0.05, 0.00, 6.09,15.07, 5.25
Cielo cubierto,6,Noreste,24.57, 8.63,Lunes,20230417T02,88.34,21,170,19.4920,-97.4922,Puebla,114,Tepeyahualco, 0.10, 0.00,19.10, 9.44,11.04
Cielo cubierto,6,Este,78.28, 8.71,Lunes,20230417T02,97.42,21,172,19.8168,-97.8060,Puebla,114,Tetela de Ocampo, 0.09, 5.45,10.76, 8.88, 6.56
Cielo cubierto,6,Oeste,254.12,10.37,Lunes,20230417T02,96.48,21,174,19.8180,-97.3609,Puebla,114,Teziutlán, 0.04,48.75, 7.26,10.61, 5.51
Medio nublado,6,Norte,15.49, 6.59,Lunes,20230417T02,67.24,21,175,18.9778,-98.4482,Puebla,114,Tianguismanalco, 0.09, 0.00,27.05, 9.13,16.39
Cielo nublado,6,Noreste,61.86,16.57,Lunes,20230417T02,47.91,21,176,18.5916,-98.5564,Puebla,114,Tilapa, 0.08, 0.00,30.28,21.71,14.14
Cielo cubierto,6,Este,79.89,13.51,Lunes,20230417T02,82.02,21,177,18.6828,-97.6535,Puebla,114,Tlacotepec de Benito Juárez, 0.37,89.33,23.49,14.84,15.27
Cielo cubierto,6,Suroeste,243.58,14.51,Lunes,20230417T02,91.73,21,178,20.3263,-98.0689,Puebla,114,Tlacuilotepec, 0.10,46.88, 4.80,15.09, 3.93
Cielo cubierto,6,Este,79.22, 8.76,Lunes,20230417T02,90.89,21,179,19.1156,-97.4191,Puebla,114,Tlachichuca, 0.11, 7.69, 9.91, 9.38, 6.78
Poco nuboso,6,Suroeste,226.49, 4.80,Lunes,20230417T02,82.97,21,180,19.3305,-98.5824,Puebla,114,Tlahuapan, 0.10,13.85,15.17, 5.97, 9.10
Cielo cubierto,6,Suroeste,212.53,12.53,Lunes,20230417T02,93.63,21,183,20.1370,-97.9243,Puebla,114,Tlaola, 0.09,36.00, 4.28,12.97, 3.35
Cielo cubierto,6,Oeste,257.57,13.35,Lunes,20230417T02,93.23,21,184,20.1232,-97.8514,Puebla,114,Tlapacoya, 0.09, 0.00, 3.58,13.82, 2.86
Cielo nublado,6,Noreste,53.45,15.04,Lunes,20230417T02,48.69,21,185,18.6961,-98.5378,Puebla,114,Tlapanalá, 0.05, 0.00,31.80,20.00,15.60
Cielo cubierto,6,Sureste,118.07, 9.11,Lunes,20230417T02,95.99,21,186,19.8513,-97.4966,Puebla,114,Tlatlauquitepec, 0.10,42.78,10.95, 9.38, 5.47
Medio nublado,6,Noreste,29.40, 8.36,Lunes,20230417T02,60.34,21,188,18.8929,-98.5722,Puebla,114,Tochimilco, 0.10, 0.00,30.65,11.66,14.40
Cielo nublado,6,Noreste,62.41,12.95,Lunes,20230417T02,72.23,21,189,18.8401,-97.8257,Puebla,114,Tochtepec, 0.05, 0.00,26.69,15.13,16.01
Cielo cubierto,6,Suroeste,211.04,18.62,Lunes,20230417T02,96.58,7,96,17.3006,-92.4259,Chiapas,114,Tila, 0.20, 0.00, 6.52,18.86, 4.19
Cielo nublado,6,Este,81.98,16.96,Lunes,20230417T02,72.17,21,190,18.2225,-97.8551,Puebla,114,Totoltepec de Guerrero, 0.12, 0.00,29.80,19.22,17.39
Medio nublado,6,Sureste,131.21,20.79,Lunes,20230417T02,50.26,21,191,18.0451,-98.4413,Puebla,114,Tulcingo, 0.09, 0.00, 8.41,25.75, 5.26
Cielo cubierto,6,Oeste,258.25,14.88,Lunes,20230417T02,90.51,21,192,20.0656,-97.5751,Puebla,114,Tuzamapan de Galeana, 0.02,50.00, 4.81,15.55, 3.31
Cielo cubierto,6,Noreste,50.93,14.18,Lunes,20230417T02,61.48,21,193,18.8412,-98.0481,Puebla,114,Tzicatlacoyan, 0.12, 0.00,32.80,17.49,19.44
Cielo cubierto,6,Oeste,261.54,18.37,Lunes,20230417T02,87.93,21,194,20.5049,-97.6694,Puebla,114,Venustiano Carranza, 0.00, 0.00,10.34,19.26, 6.28
Cielo cubierto,6,Noreste,55.66,15.18,Lunes,20230417T02,92.09,21,195,18.5379,-97.2025,Puebla,114,Vicente Guerrero, 0.90, 0.00,10.29,15.74, 6.41
Poco nuboso,6,Este,82.53,18.04,Lunes,20230417T02,64.64,21,196,18.2356,-97.9755,Puebla,114,Xayacatlán de Bravo, 0.11, 0.00,26.63,21.10,13.72
Cielo cubierto,6,Oeste,251.03,14.62,Lunes,20230417T02,90.79,21,197,20.2761,-97.9581,Puebla,114,Xicotepec, 0.10,47.00, 5.43,15.28, 3.73
Medio nublado,6,Sureste,133.37,20.96,Lunes,20230417T02,49.09,21,198,18.0587,-98.5249,Puebla,114,Xicotlán, 0.03, 0.00, 8.15,26.10, 4.86
Cielo cubierto,6,Sur,166.09, 8.32,Lunes,20230417T02,96.70,21,199,19.7961,-97.3265,Puebla,114,Xiutetelco, 0.07, 0.00,11.50, 8.54, 7.58
Cielo nublado,6,Suroeste,229.48,23.62,Lunes,20230417T02,73.90,7,97,16.0914,-93.7518,Chiapas,114,Tonalá, 0.00,39.53,27.22,25.83, 8.86
Cielo cubierto,6,Este,74.96, 8.38,Lunes,20230417T02,97.40,21,200,19.8212,-97.6587,Puebla,114,Xochiapulco, 0.00,10.00, 7.56, 8.55, 5.88
Cielo cubierto,6,Sur,190.23,10.45,Lunes,20230417T02,96.57,21,202,19.9683,-97.6300,Puebla,114,Xochitlán de Vicente Suárez, 0.08,50.00, 5.36,10.68, 3.86
Cielo nublado,6,Este,73.84,13.89,Lunes,20230417T02,74.99,21,203,18.7055,-97.7751,Puebla,114,Xochitlán Todos Santos, 0.11,40.00,26.60,15.83,17.00
Cielo nublado,6,Este,77.91,12.68,Lunes,20230417T02,78.66,21,205,18.7933,-97.6629,Puebla,114,Yehualtepec, 0.22,50.00,24.44,14.28,15.87
Cielo nublado,6,Este,68.07,16.98,Lunes,20230417T02,59.05,21,206,18.5906,-98.0653,Puebla,114,Zacapala, 0.18, 4.44,29.28,20.68,17.52
Cielo cubierto,6,Este,103.61, 8.91,Lunes,20230417T02,96.52,21,207,19.8730,-97.5895,Puebla,114,Zacapoaxtla, 0.10,42.14, 8.84, 9.14, 5.23
Cielo cubierto,6,Noreste,57.43, 9.13,Lunes,20230417T02,97.32,21,208,19.9324,-97.9602,Puebla,114,Zacatlán, 0.10, 7.50,11.34, 9.31, 5.65
Cielo cubierto,6,Este,81.26,16.14,Lunes,20230417T02,85.70,21,209,18.3297,-97.4754,Puebla,114,Zapotitlán, 0.41,89.64,24.29,17.20,13.43
Cielo cubierto,6,Sur,165.42,18.48,Lunes,20230417T02,74.42,7,98,16.5447,-92.6804,Chiapas,114,Totolapa, 0.00, 0.00, 7.60,20.56, 4.68
Cielo cubierto,6,Oeste,276.24,11.91,Lunes,20230417T02,95.94,21,210,20.0021,-97.7151,Puebla,114,Zapotitlán de Méndez, 0.10,50.00, 3.10,12.19, 2.29
Cielo cubierto,6,Norte,17.98, 7.62,Lunes,20230417T02,95.89,21,212,19.7151,-97.6723,Puebla,114,Zautla, 0.10, 0.00,12.19, 7.89, 7.92
Cielo cubierto,6,Oeste,259.27,16.50,Lunes,20230417T02,88.14,21,213,20.2496,-97.8864,Puebla,114,Zihuateutla, 0.04, 0.00, 4.83,17.37, 4.10
Cielo nublado,6,Este,82.09,16.94,Lunes,20230417T02,85.62,21,214,18.3333,-97.2454,Puebla,114,Zinacatepec, 0.39, 0.00, 9.09,18.01, 6.88
Cielo cubierto,6,Oeste,255.09,13.25,Lunes,20230417T02,93.28,21,216,20.0098,-97.5956,Puebla,114,Zoquiapan, 0.00,87.50, 6.14,13.71, 3.33
Cielo cubierto,6,Este,92.46,16.77,Lunes,20230417T02,93.89,21,217,18.3357,-97.0173,Puebla,114,Zoquitlán, 0.34, 0.00,10.27,17.20, 5.33
Medio nublado,6,Este,69.33, 8.99,Lunes,20230417T02,80.52,22,1,20.1864,-100.1442,Querétaro de Arteaga,114,Amealco de Bonfil, 0.00, 0.00,31.74,10.39,14.71
Cielo cubierto,6,Noreste,46.53,14.21,Lunes,20230417T02,92.98,22,2,21.1353,-99.6275,Querétaro de Arteaga,114,Pinal de Amoles, 0.10, 0.00, 9.64,14.70, 6.05
Cielo cubierto,6,Este,92.87,16.15,Lunes,20230417T02,83.16,7,99,16.1191,-92.0505,Chiapas,114,La Trinitaria, 0.10, 0.00,10.20,17.43, 5.14
Cielo cubierto,6,Sureste,141.28,12.98,Lunes,20230417T02,87.56,22,3,21.5480,-99.6892,Querétaro de Arteaga,114,Arroyo Seco, 0.01, 0.00, 7.71,13.87, 2.74
Cielo cubierto,6,Noreste,58.14,13.02,Lunes,20230417T02,85.64,22,4,20.6950,-99.8156,Querétaro de Arteaga,114,Cadereyta de Montes, 0.10, 0.43,19.49,14.06, 9.52
Cielo cubierto,6,Este,74.49,11.68,Lunes,20230417T02,77.02,22,5,20.7883,-100.0454,Querétaro de Arteaga,114,Colón, 0.08,11.43,27.97,13.41,13.50
Medio nublado,6,Este,84.62,12.75,Lunes,20230417T02,73.40,22,6,20.5524,-100.4459,Querétaro de Arteaga,114,Corregidora, 0.00, 0.00,42.10,14.82,22.70
Cielo cubierto,6,Este,73.78,11.91,Lunes,20230417T02,76.56,22,7,20.6653,-99.8984,Querétaro de Arteaga,114,Ezequiel Montes, 0.03, 0.00,24.52,13.68,13.98
Medio nublado,6,Este,83.75,10.91,Lunes,20230417T02,77.49,22,8,20.3752,-100.2743,Querétaro de Arteaga,114,Huimilpan, 0.00, 0.00,37.91,12.59,20.89
Cielo cubierto,6,Sureste,141.32,14.98,Lunes,20230417T02,88.54,22,9,21.2168,-99.4729,Querétaro de Arteaga,114,Jalpan de Serra, 0.05, 0.00, 5.45,15.81, 2.63
Cielo cubierto,6,Sur,168.56,14.50,Lunes,20230417T02,87.56,22,10,21.1835,-99.3219,Querétaro de Arteaga,114,Landa de Matamoros, 0.01, 0.00, 5.61,15.40, 3.43
Cielo cubierto,6,Este,86.21,11.99,Lunes,20230417T02,76.82,22,11,20.6066,-100.3311,Querétaro de Arteaga,114,El Marqués, 0.10,11.35,35.10,13.74,16.69
Cielo nublado,6,Este,83.57,11.38,Lunes,20230417T02,76.75,22,12,20.5025,-100.1447,Querétaro de Arteaga,114,Pedro Escobedo, 0.00, 0.00,34.71,13.13,20.25
Cielo nublado,7,Suroeste,240.00,11.44,Lunes,20230417T02,70.54,3,2,27.3369,-112.2683,Baja California Sur,114,Mulegé, 0.00, 0.00,36.97,14.04,10.72
Cielo cubierto,6,Suroeste,219.56,18.20,Lunes,20230417T02,96.44,7,100,17.2785,-92.3160,Chiapas,114,Tumbalá, 0.13, 9.23, 7.20,18.45, 5.07
Cielo cubierto,6,Noreste,44.79,11.35,Lunes,20230417T02,89.13,22,13,21.0536,-99.8145,Querétaro de Arteaga,114,Peñamiller, 0.10,15.96,10.85,12.11, 9.20
Cielo nublado,6,Este,84.46,12.78,Lunes,20230417T02,74.16,22,14,20.5934,-100.3900,Querétaro de Arteaga,114,Querétaro, 0.04, 0.91,33.72,14.78,15.28
Cielo cubierto,6,Noreste,48.93,14.73,Lunes,20230417T02,93.18,22,15,20.9161,-99.5664,Querétaro de Arteaga,114,San Joaquín, 0.10, 0.00, 9.96,15.21, 7.95
Cielo nublado,6,Este,75.74,10.31,Lunes,20230417T02,76.64,22,16,20.3864,-99.9996,Querétaro de Arteaga,114,San Juan del Río, 0.00, 0.00,31.05,12.05,18.02
Cielo nublado,6,Este,78.86,11.81,Lunes,20230417T02,74.44,22,17,20.5188,-99.8838,Querétaro de Arteaga,114,Tequisquiapan, 0.00, 0.00,27.48,13.77,17.74
Cielo cubierto,6,Noreste,58.03,11.63,Lunes,20230417T02,81.62,22,18,20.9081,-99.9308,Querétaro de Arteaga,114,Tolimán, 0.10,59.32,13.34,12.98, 9.49
Despejado,5,Este,88.14,23.13,Lunes,20230417T02,82.14,23,1,20.5038,-86.9576,Quintana Roo,114,Cozumel, 0.00, 0.00,25.21,24.56,19.08
Despejado,5,Este,73.15,23.34,Lunes,20230417T02,93.37,23,2,19.5785,-88.0466,Quintana Roo,114,Felipe Carrillo Puerto, 0.00, 0.00,28.27,23.85, 4.85
Medio nublado,5,Este,78.56,23.77,Lunes,20230417T02,92.46,23,3,21.2566,-86.7461,Quintana Roo,114,Isla Mujeres, 0.02, 0.00,21.60,24.34,10.22
Cielo nublado,5,Norte,21.45,24.42,Lunes,20230417T02,92.30,23,4,18.4939,-88.2979,Quintana Roo,114,Othón P. Blanco, 0.20, 0.00,31.29,25.02, 8.32
Cielo cubierto,6,Noroeste,329.88,19.52,Lunes,20230417T02,83.63,7,101,16.7540,-93.1152,Chiapas,114,Tuxtla Gutiérrez, 0.04, 6.00,16.88,20.78, 6.91
Poco nuboso,5,Este,76.58,23.58,Lunes,20230417T02,92.34,23,5,21.1614,-86.8248,Quintana Roo,114,Benito Juárez, 0.10, 0.00,21.98,24.16, 9.25
Despejado,5,Este,88.45,22.93,Lunes,20230417T02,96.96,23,6,19.7494,-88.7105,Quintana Roo,114,José María Morelos, 0.00, 0.00,20.04,23.15, 3.69
Medio nublado,5,Noreste,44.34,22.97,Lunes,20230417T02,97.58,23,7,21.1014,-87.4872,Quintana Roo,114,Lázaro Cárdenas, 0.04, 0.00,23.33,23.15, 5.67
Despejado,5,Noreste,62.69,23.68,Lunes,20230417T02,94.31,23,8,20.6281,-87.0755,Quintana Roo,114,Solidaridad, 0.03, 0.00,20.76,24.11, 6.67
Despejado,5,Este,77.43,23.66,Lunes,20230417T02,94.73,23,9,20.2108,-87.4632,Quintana Roo,114,Tulum, 0.00, 0.00,24.90,24.07, 6.47
Cielo nublado,5,Este,73.83,23.46,Lunes,20230417T02,95.29,23,10,18.6761,-88.3894,Quintana Roo,114,Bacalar, 0.07, 0.00,27.28,23.82, 5.08
Poco nuboso,5,Este,76.58,23.58,Lunes,20230417T02,92.34,23,11,20.8485,-86.8762,Quintana Roo,114,Puerto Morelos, 0.10, 0.00,21.98,24.16, 9.25
